"Row.names";"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj";"regulation_COVID";"Family";"Class";"Category";"Chrom";"Start";"End";"Strand";"TE_CODING";"IntersectedGene";"IntersectedGeneType";"IntersectedOrientation";"IntersectedGeneID";"TE_type";"TE_5UTR_Intersect";"TE_3UTR_Intersect";"ClosestUpstream_gn";"ClosestUpstream_id";"DistUpstream";"ClosestDownstream_gn";"ClosestDownstream_id";"DistDownstream";"FANTOM_enhancer";"FANTOM_CAGE";"locus";"Family_group"
"L1FLnI_8q24.22j";1072,73918955306;2,59497103986732;0,524094019415905;4,95134640681337;7,37017767355445e-07;1,9849768842793e-05;"up";"L1";"L1";"L1FLnI";"chr8";134347747;134357390;"-";"noncoding";"AC105180.2";"lncRNA";"SENSE";"ENSG00000288067";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_8q24.22j";NA
"L1FLnI_8q24.23c";45,511926705684;-2,52935479855216;0,423285941056882;-5,97552281617655;2,29353435671177e-09;1,75531829433674e-07;"down";"L1";"L1";"L1FLnI";"chr8";135872364;135882390;"+";"coding";"LINC02055";"lncRNA";"SENSE";"ENSG00000254101";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_8q24.23c";NA
"L1FLnI_9p22.1b";40,3476100073689;1,84726647793217;0,620297422094686;2,97803345964928;0,00290104312869525;0,0134970517193197;"up";"L1";"L1";"L1FLnI";"chr9";18643888;18654044;"-";"coding";"ADAMTSL1,RN7SKP258";"protein_coding,misc_RNA";"ANTISENSE,ANTISENSE";"ENSG00000178031,ENSG00000252960";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_9p22.1b";NA
"L1FLnI_9p22.2h";57,7439386037172;-2,13155013061105;0,521080552599242;-4,09063458610862;4,30194480620695e-05;0,000492929720523484;"down";"L1";"L1";"L1FLnI";"chr9";17640946;17650624;"-";"noncoding";"SH3GL2";"protein_coding";"ANTISENSE";"ENSG00000107295";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_9p22.2h";NA
"L1FLnI_9p22.2j";14,5871479941499;-1,58000752965392;0,439732988466948;-3,59310666039029;0,000326758754314863;0,00241817276360009;"down";"L1";"L1";"L1FLnI";"chr9";18410922;18419862;"+";"noncoding";"ADAMTSL1";"protein_coding";"SENSE";"ENSG00000178031";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_9p22.2j";NA
"L1FLnI_9p23a";16,8921729206687;-2,0537976096177;0,557708543418842;-3,68256436781045;0,000230899541518536;0,00184238174570481;"down";"L1";"L1";"L1FLnI";"chr9";9262045;9270746;"+";"noncoding";"PTPRD";"protein_coding";"ANTISENSE";"ENSG00000153707";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_9p23a";NA
"L1FLnI_9p23c";11,8540139782692;-1,99718650728614;0,645626949611405;-3,09340635252018;0,00197872992059417;0,0100069689376304;"down";"L1";"L1";"L1FLnI";"chr9";9422430;9432547;"+";"coding";"PTPRD";"protein_coding";"ANTISENSE";"ENSG00000153707";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_9p23c";NA
"L1FLnI_9p23d";34,1374864430476;-1,74043822543421;0,452469161425817;-3,84653446866911;0,000119800283892644;0,00109695494244272;"down";"L1";"L1";"L1FLnI";"chr9";9927715;9937737;"+";"coding";"PTPRD";"protein_coding";"ANTISENSE";"ENSG00000153707";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_9p23d";NA
"L1FLnI_9p23e";78,8893471271076;-1,73307664869045;0,508559285398368;-3,40781635189865;0,00065484951565296;0,00419686280626634;"down";"L1";"L1";"L1FLnI";"chr9";10296751;10306928;"+";"coding";"PTPRD";"protein_coding";"ANTISENSE";"ENSG00000153707";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_9p23e";NA
"L1FLnI_9q21.31q";278,311124957798;-1,55461271529999;0,485194238931643;-3,20410382184898;0,00135483610720302;0,00741783677523503;"down";"L1";"L1";"L1FLnI";"chr9";81063937;81073992;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"RPS20P25";"ENSG00000228375";336287;"AL138749.1";"ENSG00000226798";192642;"None";"None";"L1FLnI_9q21.31q";NA
"L1FLnI_9q21.31r";229,420960910147;-1,99919481205784;0,389950637840915;-5,12678943962501;2,94724816078359e-07;9,39844691272102e-06;"down";"L1";"L1";"L1FLnI";"chr9";81158798;81169096;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL138749.1";"ENSG00000226798";287503;"RPS20P25";"ENSG00000228375";241183;"None";"None";"L1FLnI_9q21.31r";NA
"L1FLnI_9q21.31v";15,6792637721317;-3,73302294290392;0,485413290103125;-7,69040118804915;1,46674370321222e-14;8,9803827802007e-12;"down";"L1";"L1";"L1FLnI";"chr9";81428798;81438937;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"RPS20P25";"ENSG00000228375";18168;"AL161727.1";"ENSG00000237072";49371;"chr9:81431662-81432058";"None";"L1FLnI_9q21.31v";NA
"L1FLnI_9q21.33o";16,223942527722;-2,00393057909932;0,569662929973015;-3,51774790610694;0,00043522561026452;0,00305123053791553;"down";"L1";"L1";"L1FLnI";"chr9";87038384;87048400;"+";"coding";"AL513318.2";"lncRNA";"ANTISENSE";"ENSG00000269994";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_9q21.33o";NA
"L1FLnI_9q32c";26,388133399325;-3,37133489242336;0,74817530546883;-4,50607613988379;6,60373998954319e-06;0,000111486669235229;"down";"L1";"L1";"L1FLnI";"chr9";113437062;113447090;"-";"coding";"RGS3";"protein_coding";"ANTISENSE";"ENSG00000138835";"EXONIC";TRUE;FALSE;NA;NA;NA;NA;NA;NA;"None";"chr9:113444727-113444732,chr9:113444737-113444746";"L1FLnI_9q32c";NA
"L1FLnI_9q33.3d";112,19254959355;1,74377838167263;0,384708937242845;4,5327212675901;5,8228629244118e-06;0,000101091064457085;"up";"L1";"L1";"L1FLnI";"chr9";126175828;126185233;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL162391.2";"ENSG00000288537";84888;"AL589923.1";"ENSG00000232413";16215;"None";"None";"L1FLnI_9q33.3d";NA
"L1FLnI_Xp11.21aa";16,3114813748797;-2,11334581525817;0,648945969005207;-3,2565820826313;0,00112762321911673;0,00645021227036185;"down";"L1";"L1";"L1FLnI";"chrX";55932893;55943028;"+";"coding";"AL050309.1";"lncRNA";"SENSE";"ENSG00000227486";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_Xp11.21aa";NA
"L1FLnI_Xp11.21p";52,1560926467156;-1,91882182934284;0,396726333587962;-4,83663842525695;1,32053321121833e-06;3,10968641328953e-05;"down";"L1";"L1";"L1FLnI";"chrX";55600023;55610435;"-";"noncoding";"AL627224.2";"processed_pseudogene";"SENSE";"ENSG00000235136";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_Xp11.21p";NA
"L1FLnI_Xp11.21y";95,5070396316632;-2,26411136958609;0,417035626669602;-5,42905983277022;5,66516906896995e-08;2,40874595969537e-06;"down";"L1";"L1";"L1FLnI";"chrX";55874981;55884951;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"RRAGB";"ENSG00000083750";116207;"AL050309.1";"ENSG00000227486";23172;"None";"None";"L1FLnI_Xp11.21y";NA
"L1FLnI_Xp11.21z";27,4837451608795;-2,117612687176;0,644870181683974;-3,28378136766411;0,0010242434643886;0,00596490296572284;"down";"L1";"L1";"L1FLnI";"chrX";55927865;55936394;"-";"noncoding";"AL050309.1";"lncRNA";"ANTISENSE";"ENSG00000227486";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_Xp11.21z";NA
"L1FLnI_Xp11.22ha";58,701878493472;1,79253185600955;0,279625132457359;6,4104819200502;1,45060357153146e-10;1,80031664877634e-08;"up";"L1";"L1";"L1FLnI";"chrX";53779864;53790023;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"BX323845.2";"ENSG00000226110";10645;"BX323845.3";"ENSG00000229037";17753;"None";"None";"L1FLnI_Xp11.22ha";NA
"L1FLnI_Xp11.22q";43,5737439958679;-2,92655406999084;0,717470244740366;-4,07899016223297;4,52317507327527e-05;0,000512849874974816;"down";"L1";"L1";"L1FLnI";"chrX";51641260;51651270;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"CENPVL3";"ENSG00000224109";22292;"CENPVL2";"ENSG00000283093";29942;"None";"None";"L1FLnI_Xp11.22q";NA
"L1FLnI_Xp11.23a";22,611848678449;-2,83972394030199;0,61538897605796;-4,61451870407658;3,9400729321676e-06;7,52299996029672e-05;"down";"L1";"L1";"L1FLnI";"chrX";48429982;48439197;"+";"coding";"AL606490.8";"unprocessed_pseudogene";"SENSE";"ENSG00000235350";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_Xp11.23a";NA
"L1FLnI_Xp11.4a";2329,44125664225;1,55443114977371;0,461691807485397;3,36681553489093;0,000760415345380344;0,00469016422563672;"up";"L1";"L1";"L1FLnI";"chrX";39179871;39189999;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC108879.1";"ENSG00000224610";36104;"RNU6-591P";"ENSG00000207122";98586;"None";"None";"L1FLnI_Xp11.4a";NA
"L1FLnI_Xp22.11d";23,2850650174175;-1,90043474949456;0,556954334367682;-3,41219132741314;0,000644428648714861;0,00414166039873847;"down";"L1";"L1";"L1FLnI";"chrX";22605690;22615819;"+";"coding";"AC004470.2";"lncRNA";"ANTISENSE";"ENSG00000288546";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_Xp22.11d";NA
"L1FLnI_Xp22.2g";53,794338890443;-2,79090580729419;0,80608103431584;-3,46231419482902;0,000535551555129946;0,0035823055224424;"down";"L1";"L1";"L1FLnI";"chrX";12848301;12858703;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"TLR7";"ENSG00000196664";8369;"MRPL35P4";"ENSG00000230691";2871;"None";"None";"L1FLnI_Xp22.2g";NA
"L1FLnI_Xp22.2h";36,7554966259512;-2,98473911919725;0,693037692546079;-4,30674861021184;1,6567170947166e-05;0,000226096621134017;"down";"L1";"L1";"L1FLnI";"chrX";12857808;12867941;"-";"coding";"TLR7";"protein_coding";"ANTISENSE";"ENSG00000196664";"EXONIC";TRUE;FALSE;NA;NA;NA;NA;NA;NA;"None";"chrX:12866866-12866890,chrX:12866993-12867000,chrX:12867004-12867013,chrX:12867032-12867051,chrX:12867064-12867081";"L1FLnI_Xp22.2h";NA
"L1FLnI_Xp22.2z";117,927738046368;1,90479619849275;0,388607774082738;4,90159056387587;9,50638066847676e-07;2,40514049750112e-05;"up";"L1";"L1";"L1FLnI";"chrX";17229524;17238149;"-";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"CBX1P4";"ENSG00000214321";44488;"REPS2";"ENSG00000169891";76252;"None";"None";"L1FLnI_Xp22.2z";NA
"L1FLnI_Xq11.2ia";41,5321615323485;1,86987468639491;0,501385565008447;3,72941467982512;0,0001919250778776;0,0015865345771628;"up";"L1";"L1";"L1FLnI";"chrX";65014730;65023427;"+";"noncoding";"ZC4H2";"protein_coding";"ANTISENSE";"ENSG00000126970";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_Xq11.2ia";NA
"L1FLnI_Xq11.2ja";72,9923255848095;2,55707727151681;0,459870339073978;5,5604309611833;2,6910929282657e-08;1,32165761781776e-06;"up";"L1";"L1";"L1FLnI";"chrX";65052612;65062724;"-";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL445523.1";"ENSG00000237971";122294;"ZC4H2";"ENSG00000126970";17899;"None";"None";"L1FLnI_Xq11.2ja";NA
"L1FLnI_Xq11.2ka";39,5762220073069;2,36371309265925;0,494121946989468;4,78366343988691;1,72128806267503e-06;3,8369683416523e-05;"up";"L1";"L1";"L1FLnI";"chrX";65060650;65071100;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL445523.1";"ENSG00000237971";113918;"ZC4H2";"ENSG00000126970";25937;"None";"None";"L1FLnI_Xq11.2ka";NA
"L1FLnI_Xq12e";74,068798694867;1,64572572217249;0,381612908209884;4,31255255460948;1,61380505378197e-05;0,000221874036136731;"up";"L1";"L1";"L1FLnI";"chrX";66101795;66111942;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"HEPH";"ENSG00000089472";50607;"EIF4BP9";"ENSG00000237294";25448;"None";"None";"L1FLnI_Xq12e";NA
"L1FLnI_Xq12ja";51,3773049077062;2,09636096740544;0,364538410986986;5,75072723263798;8,88603818252231e-09;5,16515029546107e-07;"up";"L1";"L1";"L1FLnI";"chrX";67082511;67093230;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL049641.1";"ENSG00000226280";280343;"RNU6-394P";"ENSG00000222667";406147;"None";"None";"L1FLnI_Xq12ja";NA
"L1FLnI_Xq12m";13,7325438814934;-1,57427591000274;0,455921434975834;-3,45295436720624;0,000554482793446968;0,00368457770297547;"down";"L1";"L1";"L1FLnI";"chrX";66400319;66409145;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL592049.1";"ENSG00000226820";28200;"AL157698.1";"ENSG00000231356";38543;"None";"None";"L1FLnI_Xq12m";NA
"L1FLnI_Xq13.1d";17,2563947745686;2,02906358167703;0,592347104447188;3,42546383099259;0,000613750646306691;0,00397229452831617;"up";"L1";"L1";"L1FLnI";"chrX";68772786;68782336;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"ACTR3P2";"ENSG00000232267";208;"SERBP1P1";"ENSG00000213740";1136;"None";"None";"L1FLnI_Xq13.1d";NA
"L1FLnI_Xq13.1z";14,7478239783075;-1,72237017232041;0,550810201955505;-3,12697580074878;0,00176614464035965;0,00914848977837733;"down";"L1";"L1";"L1FLnI";"chrX";70752126;70762235;"+";"noncoding";"TEX11";"protein_coding";"ANTISENSE";"ENSG00000120498";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_Xq13.1z";NA
"L1FLnI_Xq21.1cf";17,0614827343593;3,22949653412268;0,578330444899364;5,58417175268138;2,34816561411467e-08;1,18008239114436e-06;"up";"L1";"L1";"L1FLnI";"chrX";84665714;84676020;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"HDX";"ENSG00000165259";163235;"SETP4";"ENSG00000237211";79116;"None";"None";"L1FLnI_Xq21.1cf";NA
"L1FLnI_Xq21.1me";18,7987351394459;1,51738315972977;0,59961300395327;2,5306041558899;0,0113866272258349;0,0392842916762088;"up";"L1";"L1";"L1FLnI";"chrX";83735453;83744509;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL121882.1";"ENSG00000236870";175141;"TERF1P4";"ENSG00000215102";4316;"None";"None";"L1FLnI_Xq21.1me";NA
"L1FLnI_Xq21.1y";41,5411959991509;-1,52911544910294;0,438704000886612;-3,48552884407854;0,000491165267137451;0,00335459561816779;"down";"L1";"L1";"L1FLnI";"chrX";77386415;77396845;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"SPRYD7P1";"ENSG00000234404";5096;"FGF16";"ENSG00000196468";50544;"None";"None";"L1FLnI_Xq21.1y";NA
"L1FLnI_Xq21.32a";326,80646749975;-3,41728452963354;0,551056218500873;-6,20133557140528;5,59859939107339e-10;5,5287673986686e-08;"down";"L1";"L1";"L1FLnI";"chrX";92712438;92722171;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL121871.1";"ENSG00000225912";35484;"TUSC2P2";"ENSG00000285445";48684;"None";"None";"L1FLnI_Xq21.32a";NA
"L1FLnI_Xq21.32b";695,091113731161;-3,04290017143216;0,428259759141041;-7,1052675542883;1,20089664045595e-12;3,44657335810859e-10;"down";"L1";"L1";"L1FLnI";"chrX";92746213;92755438;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"TUSC2P2";"ENSG00000285445";15417;"AL121871.1";"ENSG00000225912";69259;"None";"None";"L1FLnI_Xq21.32b";NA
"L1FLnI_Xq21.32c";730,494742717723;-3,05450577994666;0,444404679059099;-6,87325296937401;6,27541364535033e-12;1,30984997542949e-09;"down";"L1";"L1";"L1FLnI";"chrX";92769379;92780000;"+";"noncoding";"TUSC2P2";"processed_pseudogene";"SENSE";"ENSG00000285445";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_Xq21.32c";NA
"L1FLnI_Xq21.32d";4565,83567344801;-2,75079096007624;0,45185109967896;-6,08782619325409;1,14454021757863e-09;1,00470342485987e-07;"down";"L1";"L1";"L1FLnI";"chrX";92890675;92900222;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL158053.1";"ENSG00000237873";142268;"TUSC2P2";"ENSG00000285445";118584;"None";"None";"L1FLnI_Xq21.32d";NA
"L1FLnI_Xq21.32e";284,649131113528;-2,41412937635672;0,540178745284912;-4,46913063023873;7,85381572885622e-06;0,000125880355416781;"down";"L1";"L1";"L1FLnI";"chrX";93056740;93066831;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL158053.1";"ENSG00000237873";13798;"AL359263.1";"ENSG00000234130";155389;"None";"None";"L1FLnI_Xq21.32e";NA
"L1FLnI_Xq21.32f";347,598411200278;-2,80034300606084;0,556394985993667;-5,03301265567609;4,82831237759778e-07;1,38572565237056e-05;"down";"L1";"L1";"L1FLnI";"chrX";93149895;93159113;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL158053.1";"ENSG00000237873";106953;"AL359263.1";"ENSG00000234130";63107;"None";"None";"L1FLnI_Xq21.32f";NA
"L1FLnI_Xq21.32g";660,307836330877;-2,77610058958606;0,570832298069125;-4,86325072876288;1,15473422321613e-06;2,80557648307325e-05;"down";"L1";"L1";"L1FLnI";"chrX";93189341;93198836;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL158053.1";"ENSG00000237873";146399;"AL359263.1";"ENSG00000234130";23384;"None";"None";"L1FLnI_Xq21.32g";NA
"L1FLnI_Xq21.32h";351,742006741147;-3,17587264706537;0,572639547345521;-5,54602395483717;2,92238804789788e-08;1,40519433674838e-06;"down";"L1";"L1";"L1FLnI";"chrX";93463954;93475183;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL023280.1";"ENSG00000237381";74457;"RPL7P55";"ENSG00000228301";98651;"None";"None";"L1FLnI_Xq21.32h";NA
"L1FLnI_Xq21.32i";51,6369905274855;-2,82307672522492;0,57195523164128;-4,93583513017939;7,98085071891308e-07;2,08820891745008e-05;"down";"L1";"L1";"L1FLnI";"chrX";93623832;93633981;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"RPL7P55";"ENSG00000228301";49253;"NAP1L3";"ENSG00000186310";36949;"None";"None";"L1FLnI_Xq21.32i";NA
"L1FLnI_Xq21.32j";16,3756365802249;-2,60200180393214;0,631273955760269;-4,12182663357059;3,75880038175923e-05;0,000448322372806192;"down";"L1";"L1";"L1FLnI";"chrX";93734009;93743132;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"Z94722.1";"ENSG00000270826";33779;"FAM133A";"ENSG00000179083";21735;"None";"None";"L1FLnI_Xq21.32j";NA
"L1FLnI_Xq22.1da";20,1351002950857;-1,56544912997005;0,450046941365701;-3,47841299669669;0,000504392145158745;0,00342483033921801;"down";"L1";"L1";"L1FLnI";"chrX";100300549;100309654;"+";"noncoding";"PCDH19";"protein_coding";"ANTISENSE";"ENSG00000165194";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_Xq22.1da";NA
"L1FLnI_Xq22.1m";67,3565057309886;1,57021313983133;0,412340291850595;3,80805167689086;0,00014006600666505;0,00123689058193444;"up";"L1";"L1";"L1FLnI";"chrX";99593501;99602244;"-";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL137843.1";"ENSG00000270308";54753;"AL157778.1";"ENSG00000281566";701440;"None";"None";"L1FLnI_Xq22.1m";NA
"L1FLnI_Xq22.1wa";115,155844782205;1,50764872693411;0,258067589412182;5,84206924382941;5,1556366595239e-09;3,2881504917408e-07;"up";"L1";"L1";"L1FLnI";"chrX";102401814;102412971;"+";"coding";"AC235565.2,NXF2B";"protein_coding,protein_coding";"ANTISENSE,ANTISENSE";"ENSG00000284800,ENSG00000269437";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_Xq22.1wa";NA
"L1FLnI_Xq22.3q";19,3607291966221;-1,54549662528369;0,486275969556861;-3,17822948703817;0,00148177417531481;0,00797691326265603;"down";"L1";"L1";"L1FLnI";"chrX";106134804;106144726;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL512661.1";"ENSG00000230788";61602;"PWWP3B";"ENSG00000157502";23579;"None";"None";"L1FLnI_Xq22.3q";NA
"L1FLnI_Xq22.3u";32,1676074835691;1,83006115686794;0,471422192220663;3,88200043839117;0,000103600690607774;0,000980895610867828;"up";"L1";"L1";"L1FLnI";"chrX";106403546;106413662;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL133271.1";"ENSG00000256709";75722;"AL139812.1";"ENSG00000202407";12906;"None";"None";"L1FLnI_Xq22.3u";NA
"L1FLnI_Xq23kb";9,70633027131857;-1,74434579566811;0,474373020881186;-3,67716062862902;0,000235844538413757;0,00187694648248869;"down";"L1";"L1";"L1FLnI";"chrX";116701479;116710154;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"BX119904.1";"ENSG00000224217";38376;"BX119904.2";"ENSG00000230159";7291;"None";"None";"L1FLnI_Xq23kb";NA
"L1FLnI_Xq23tb";1098,99565795456;-1,68300738769709;0,303399088502762;-5,54717351328419;2,90324594629904e-08;1,40333740899002e-06;"down";"L1";"L1";"L1FLnI";"chrX";117351959;117361345;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC005002.2";"ENSG00000238066";36593;"SETP8";"ENSG00000213526";388283;"None";"None";"L1FLnI_Xq23tb";NA
"L1FLnI_Xq24k";22,7706258315509;-1,71505056191647;0,627380681944813;-2,73366810817317;0,00626331417551841;0,024762065169161;"down";"L1";"L1";"L1FLnI";"chrX";117873498;117883523;"-";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC006963.2";"ENSG00000279587";11109;"AC005002.1";"ENSG00000224314";473417;"None";"None";"L1FLnI_Xq24k";NA
"L1FLnI_Xq25ab";47,3727008366933;-1,59564512912387;0,468717807479015;-3,40427673893169;0,000663395062541719;0,00423098628776608;"down";"L1";"L1";"L1FLnI";"chrX";127249965;127259992;"-";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"Z82209.1";"ENSG00000230538";130350;"PRR32";"ENSG00000183631";428179;"None";"None";"L1FLnI_Xq25ab";NA
"L1FLnI_Xq25cb";59,8836413179389;-1,65739884114762;0,333881796142321;-4,96402876795695;6,90457094610281e-07;1,87608223576947e-05;"down";"L1";"L1";"L1FLnI";"chrX";127335841;127344551;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"Z82209.1";"ENSG00000230538";45791;"PRR32";"ENSG00000183631";514055;"None";"None";"L1FLnI_Xq25cb";NA
"L1FLnI_Xq25hb";459,445291119926;-1,80289734888663;0,310509995541595;-5,80624577235266;6,38891602272779e-09;3,96458140221163e-07;"down";"L1";"L1";"L1FLnI";"chrX";127683985;127693868;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"Z75741.2";"ENSG00000235274";34866;"AL591643.1";"ENSG00000260683";21455;"None";"None";"L1FLnI_Xq25hb";NA
"L1FLnI_Xq25nb";711,805790338196;-1,69989189461026;0,344062287003445;-4,94065161693598;7,78619199941142e-07;2,05483871616651e-05;"down";"L1";"L1";"L1FLnI";"chrX";128144982;128154307;"+";"noncoding";"AL008633.1";"lncRNA";"ANTISENSE";"ENSG00000225689";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"L1FLnI_Xq25nb";NA
"L1FLnI_Xq25va";15,9297109165973;-1,58987927941527;0,417448989767786;-3,80855941297084;0,000139778763163185;0,00123610490918973;"down";"L1";"L1";"L1FLnI";"chrX";126897418;126906467;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"PRR32";"ENSG00000183631";75632;"Z82209.1";"ENSG00000230538";483875;"None";"None";"L1FLnI_Xq25va";NA
"L1FLnI_Xq25wa";12,1296111775558;-1,82927865366508;0,432498215194629;-4,22956347424898;2,34145208644225e-05;0,00030372734409443;"down";"L1";"L1";"L1FLnI";"chrX";126923863;126933976;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"Z82209.1";"ENSG00000230538";456366;"PRR32";"ENSG00000183631";102077;"None";"None";"L1FLnI_Xq25wa";NA
"L1FLnI_Xq25xa";15,4770692663537;-1,80349256444674;0,468719047417675;-3,84770487647721;0,000119229558969676;0,0010950042695775;"down";"L1";"L1";"L1FLnI";"chrX";126943292;126953387;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"PRR32";"ENSG00000183631";121506;"Z82209.1";"ENSG00000230538";436955;"None";"None";"L1FLnI_Xq25xa";NA
"L1FLnI_Xq26.1h";16,691433153681;1,64302541239538;0,618978611639351;2,6544138706891;0,00794463183233288;0,0298175311598468;"up";"L1";"L1";"L1FLnI";"chrX";130955433;130965457;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"ENOX2";"ENSG00000165675";52116;"LINC01201";"ENSG00000228659";16133;"None";"None";"L1FLnI_Xq26.1h";NA
"L1FLnI_Xq26.1i";75,3346957796025;1,94825922400812;0,553216218082258;3,52169578607407;0,000428795902408008;0,00302230358228331;"up";"L1";"L1";"L1FLnI";"chrX";131107597;131119274;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"RN7SL191P";"ENSG00000241198";14812;"ARHGAP36";"ENSG00000147256";17712;"None";"None";"L1FLnI_Xq26.1i";NA
"L1FLnI_Xq26.3n";16,7704508688757;1,61156725240205;0,462407941521419;3,48516344053188;0,000491836521048716;0,00335459561816779;"up";"L1";"L1";"L1FLnI";"chrX";137074224;137084369;"-";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL355309.1";"ENSG00000214748";240603;"GPR101";"ENSG00000165370";40377;"None";"None";"L1FLnI_Xq26.3n";NA
"L1FLnI_Xq26.3q";57,2623235917342;1,51061855518567;0,321808088684843;4,69415968181294;2,67704866655236e-06;5,53537787062955e-05;"up";"L1";"L1";"L1FLnI";"chrX";137394293;137403577;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"RAC1P4";"ENSG00000237584";37681;"AL355309.1";"ENSG00000214748";69244;"None";"None";"L1FLnI_Xq26.3q";NA
